"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000008226",301.357757513966,-1.0715245647543,0.237988182405986,-4.50242761603335,6.71816390117294e-06,1.59099483959124e-05
"ENSG00000008300",764.676721471342,3.3985046781316,0.175443157597232,19.3709730528996,1.3566923930883e-83,2.75239927363885e-81
"ENSG00000008323",608.415624831601,1.678470382016,0.153106347409622,10.9627746361515,5.77026305009919e-28,8.34492049399967e-27
"ENSG00000008438",5.54093053915603,-2.03554269771065,0.238416189826555,-8.53777043912783,1.36836431078234e-17,9.62330474654975e-17
"ENSG00000008441",4262.27316489463,-1.45909593171287,0.146245296347674,-9.97704519839129,1.92102313393075e-23,2.08027803728346e-22
"ENSG00000008735",447.024075623258,1.4490250452115,0.205686254282708,7.04483170382341,1.85685799235237e-12,8.73662390557928e-12
"ENSG00000009694",422.834480384712,2.18720460690904,0.31347765576424,6.97722649984977,3.0106413298952e-12,1.38779357529149e-11
"ENSG00000009709",437.111336535127,8.01378810065279,0.580346995634183,13.8086147786388,2.26138291260278e-43,7.7484731878486e-42
"ENSG00000009765",621.472709160337,1.38909316688747,0.274072662215301,5.06833901513407,4.01302183546038e-07,1.10053154948485e-06
"ENSG00000010292",3936.6848419654,1.02406782577681,0.110880738893289,9.23575939336378,2.56460297402071e-20,2.20739041692497e-19
"ENSG00000010319",706.070423949245,-3.22936627319924,0.138958445527916,-23.2397984946549,1.80400349725472e-119,3.40947166225894e-116
"ENSG00000010379",21.043733244809,-2.66406742994789,0.225526680852077,-11.8126485960889,3.3581321983913e-32,6.25452121950379e-31
"ENSG00000010438",96.7264741522592,4.77935906172989,0.361783349505273,13.2105556219365,7.62594370767938e-40,2.16132606629091e-38
"ENSG00000010671",754.679743462674,-1.39638038198615,0.12897635119018,-10.8266389078347,2.57431880142581e-27,3.57883135270613e-26
"ENSG00000010932",150.689130580123,1.29269587381324,0.18711796812506,6.9084539917047,4.89963836827058e-12,2.21365266942914e-11
"ENSG00000011083",9.483117666169,1.04057863762234,0.197349155625394,5.2727797812196,1.34372765206222e-07,3.89819972999696e-07
"ENSG00000011201",2456.77155437291,-2.7978103954695,0.164502989452419,-17.0076568503865,7.20627781390101e-65,6.55114506378155e-63
"ENSG00000011332",32.8890682770753,1.14568529084388,0.197643129138596,5.79673725991493,6.76174993443107e-09,2.25678667529961e-08
"ENSG00000011347",3093.5973095113,3.42655447914865,0.199609413687113,17.1662969989971,4.747581349371e-66,4.52203975264094e-64
"ENSG00000011426",2010.28034704674,3.76728701612544,0.174395445449736,21.6019805242635,1.72077598992468e-103,1.23582690044411e-100
"ENSG00000011465",21613.6076263079,-1.47060833795518,0.145694019932223,-10.09381399895,5.88379840810846e-24,6.59841714668228e-23
"ENSG00000011600",4276.01288558548,-1.49470302870027,0.150166135906134,-9.95366245312848,2.43069353857754e-23,2.61094149795935e-22
"ENSG00000011677",112.750181263385,6.03387385132175,0.507065354726099,11.8995979415337,1.18918695897502e-32,2.26538538513709e-31
"ENSG00000012048",757.710253724899,1.47435584431337,0.129632915378968,11.3733139457926,5.67896976267045e-30,9.30744523996957e-29
"ENSG00000012171",2130.00982860373,-1.54909602817243,0.199590141119751,-7.76138550472289,8.40065386056291e-15,4.76629924915395e-14
"ENSG00000012223",5459.70505700185,1.25738039479584,0.280955724360521,4.47536848611197,7.62796405597647e-06,1.79297349797774e-05
"ENSG00000012504",21.7832981523952,1.07571670713941,0.413084076023345,2.60411080837358,0.00921129706296761,0.013818869745743
"ENSG00000012779",2984.19956007004,-1.83514415852034,0.139478510953587,-13.1571820345214,1.54750579633005e-39,4.31104620949696e-38
"ENSG00000012822",3887.69513442125,-1.22163861248618,0.0822666054848334,-14.8497510658975,6.98274633016151e-50,3.37020749959368e-48
"ENSG00000013297",237.696381760983,-1.24812884656428,0.20886582254402,-5.97574476935413,2.29041356690878e-09,8.05074988000464e-09
"ENSG00000013306",7908.16940421436,1.19868317858595,0.0947072996717646,12.6567137141522,1.02709581889113e-36,2.47696331501421e-35
"ENSG00000013573",1153.46949461702,1.46615972855394,0.123127390390715,11.9076650930507,1.07958098207549e-32,2.0620571002845e-31
"ENSG00000013588",31882.1945626292,-1.33371077316195,0.155612866218453,-8.57069730525785,1.02860287271954e-17,7.32568436265096e-17
"ENSG00000013810",2283.50395636209,1.65671578930303,0.119797543499862,13.8292968361655,1.6967094039234e-43,5.86401713046058e-42
"ENSG00000014914",1220.89621062828,1.40676074207888,0.14093784995474,9.98142615720787,1.83805638807e-23,1.99645392738069e-22
"ENSG00000015413",125.097537893347,1.97785947118053,0.224658373099084,8.80385379764238,1.32196577153911e-18,1.00530429670051e-17
"ENSG00000015479",155.684415101962,1.04141060108901,0.190387295905612,5.46995846616422,4.50141054213476e-08,1.37801492887909e-07
"ENSG00000015520",174.769895863705,4.09957742209413,0.332156768624337,12.3422967988067,5.36045813179121e-35,1.17085578500298e-33
"ENSG00000016082",42.9385536789075,4.19556338093887,0.47063833045287,8.91462320313288,4.89477827470519e-19,3.82600333187611e-18
"ENSG00000016402",513.90252774364,-1.73136190194931,0.191941307681132,-9.02026730392808,1.87630911004141e-19,1.51339586326319e-18
"ENSG00000016490",5.88250822761178,1.80295048261923,0.592812663252793,3.04134947577934,0.00235520292604678,0.00389163362191303
"ENSG00000018280",1927.42774781641,-1.82881804679463,0.14938873523747,-12.2420076981542,1.85389251832866e-34,3.91136465573819e-33
"ENSG00000018408",4443.52792894937,-1.03789197295308,0.0952589696113763,-10.8954776352014,1.21129320553379e-27,1.72262684029755e-26
"ENSG00000018607",0.996887488030894,1.01419064421609,0.41633581033275,2.43599185812413,0.0148510187961025,0.0215460075936021
"ENSG00000018625",144.496047836217,-2.29222802450325,0.207396471114497,-11.0523964664653,2.13439876403299e-28,3.18025415840915e-27
"ENSG00000019102",1440.14830686915,-1.38200276807156,0.249887426803481,-5.5305014171778,3.19316718266248e-08,9.92241609226609e-08
"ENSG00000019169",4634.29869043697,-3.02503792080264,0.225493306647352,-13.4152005031949,4.92599042789237e-41,1.49650922398636e-39
"ENSG00000019186",4174.65783914542,6.69224104069353,0.316972877993666,21.1129768674633,6.04431376089723e-99,2.89393683786745e-96
"ENSG00000019485",516.880038213627,-1.19738750792108,0.0922861963334855,-12.9747194650238,1.70218423401579e-38,4.48449990163413e-37
"ENSG00000019505",740.811785030311,4.15398915551181,0.401202779775341,10.3538394171593,4.02032675884581e-25,4.84286862071098e-24
"ENSG00000021488",42.7138534571161,2.73828033539675,0.291698980306582,9.38734970043009,6.15289543108898e-21,5.55276004109008e-20
"ENSG00000021826",10313.8232341354,6.61371016717321,0.424941302415294,15.5638205314052,1.28211797244519e-54,7.71182148618668e-53
"ENSG00000021852",186.570547020591,-2.65510360035677,0.341733969064875,-7.76950447045761,7.87937624065398e-15,4.48116125159398e-14
"ENSG00000022267",3064.93084779043,-3.42265764917731,0.173737439182411,-19.7001732343008,2.14883578295105e-86,5.24915266190403e-84
"ENSG00000022556",1199.84788656694,1.1595709226979,0.276357751324598,4.19590518861878,2.71783930260154e-05,5.96290655081069e-05
"ENSG00000023171",721.123517523577,1.3168415288756,0.232649592485898,5.66019271645802,1.51203100322962e-08,4.86214035058409e-08
"ENSG00000023839",980.277471896428,4.81404019564049,0.356022580420488,13.5217271611109,1.16410253250816e-41,3.62862481248572e-40
"ENSG00000023909",2505.71191726996,1.03437225139474,0.153596636288472,6.73434182147104,1.64673636871359e-11,7.11584311241112e-11
"ENSG00000024422",7991.96154605534,-1.29225727239877,0.127322138587328,-10.1495096354545,3.33032547771659e-24,3.80129235789336e-23
"ENSG00000024526",425.933285337636,3.77525811371654,0.180974951827835,20.8606664932726,1.21960128690729e-96,5.03386926569583e-94
"ENSG00000025423",1508.32038792856,-2.27712641570709,0.226163399328344,-10.0685010150611,7.61294810835102e-24,8.46950299198059e-23
"ENSG00000026025",21217.4613221325,-1.15593622389351,0.114384696222714,-10.1056895027534,5.21275798038006e-24,5.86786602876074e-23
"ENSG00000026036",110.150637959234,1.38465587900313,0.16187178363037,8.55402867596097,1.18865358519767e-17,8.41217217005581e-17
"ENSG00000026508",16714.5431945824,-1.01385367139646,0.122183152124554,-8.29781891993533,1.06040139988887e-16,6.97653973408014e-16
"ENSG00000026559",21.1082807635024,1.41862502187153,0.266998323625067,5.31323568856423,1.07695600149849e-07,3.1613188145025e-07
"ENSG00000026652",505.906375655123,-1.10519939917672,0.123541629492475,-8.94596747442157,3.6870565498577e-19,2.90985744283165e-18
"ENSG00000026751",2141.24452811671,1.14566167364407,0.171360900420064,6.68566557969566,2.29877437483905e-11,9.8094698783239e-11
"ENSG00000027075",1547.7472442283,-1.06688728783013,0.078191167631799,-13.6446010482167,2.17399992437337e-42,6.98266219001103e-41
"ENSG00000027644",6.65876751333745,2.04767954073371,0.289089623304003,7.0831997265443,1.40863424848848e-12,6.69525443136635e-12
"ENSG00000029153",1554.55143799474,2.47963612464372,0.196903750859799,12.5931380881073,2.3033100356898e-36,5.45217930597133e-35
"ENSG00000029534",129.678028106619,1.21870800751375,0.224781415999288,5.42174717645524,5.90193161935988e-08,1.78349291020444e-07
"ENSG00000029559",93.701498122248,4.73892656461448,0.335689717093089,14.1169845941404,2.98492843812663e-45,1.12708512391892e-43
"ENSG00000029993",12653.1357709491,3.48869780652488,0.177165538410718,19.6917404920879,2.53816934911764e-86,6.15831913226118e-84
"ENSG00000030304",52.8364545004088,-1.87645815389103,0.234824379192085,-7.99090009456003,1.33957083034859e-15,8.08719720023328e-15
"ENSG00000031081",2404.22408770385,-2.1322039373857,0.123484405619376,-17.2669895173479,8.33800070709308e-67,8.24818918432522e-65
"ENSG00000032444",3464.94877548647,-1.58003862918236,0.0866897826971155,-18.226353556599,3.18887148827353e-74,4.30485662678249e-72
"ENSG00000033170",2879.02614804499,1.43677944868834,0.113959800801486,12.6077743079874,1.91319920129855e-36,4.55577388059879e-35
"ENSG00000033327",2253.06540822762,-1.03353799053933,0.105046541805019,-9.83885783177633,7.65752099479098e-23,7.97256948106551e-22
"ENSG00000034053",842.373872543266,1.99900086685297,0.185317911098589,10.7868735137507,3.97068681971596e-27,5.45669318825795e-26
"ENSG00000034239",271.854762661983,-2.07593649179516,0.297448710152293,-6.97914101134371,2.96990276111863e-12,1.36989387603094e-11
"ENSG00000034971",33.0991075518232,-4.53064474756996,0.307145642418363,-14.7508026221605,3.04027348752454e-49,1.40325425017376e-47
"ENSG00000035141",1968.10382534304,1.17023108754618,0.0728232750525605,16.0694652458512,4.17673874739126e-58,2.83520816030383e-56
"ENSG00000035499",331.532204828612,3.62043753770873,0.172958437019692,20.9324135907665,2.71400414895742e-97,1.17418283114352e-94
"ENSG00000035664",1141.67437590085,-1.9324339094153,0.141535283186782,-13.6533722610008,1.92748237246467e-42,6.21868504158435e-41
"ENSG00000036448",93.4759258121524,-1.54335123781754,0.160073250678977,-9.64153118195051,5.33856348567159e-22,5.24493778952069e-21
"ENSG00000036473",8.06930536246398,-3.68037855483239,0.295871260761008,-12.4391214792749,1.60256791158476e-35,3.6192837193143e-34
"ENSG00000036672",200.059137740009,-1.0296460756215,0.172134455897274,-5.98163842476704,2.20904210815778e-09,7.77614871697262e-09
"ENSG00000036828",41.8986998886924,1.49674643448262,0.377280739849659,3.96719544994281,7.27233519391454e-05,0.000150453583268006
"ENSG00000037280",1055.68841697496,-1.35064668766374,0.122227812545662,-11.0502401992932,2.18629129335494e-28,3.25487288777291e-27
"ENSG00000037474",4018.31682067452,1.01373839979995,0.0846756138157582,11.9720230432069,4.97993625729035e-33,9.66619086827238e-32
"ENSG00000037897",837.756117408672,1.35911551912447,0.113873578519203,11.9353017337141,7.74774346218884e-33,1.48856993035708e-31
"ENSG00000037965",52.0838161547181,2.68896155561348,0.297113745094722,9.05027653552756,1.42606725789785e-19,1.15882890164865e-18
"ENSG00000038295",163.944335959207,-1.56286134284426,0.161684203216244,-9.66613504446083,4.19938624622498e-22,4.16217942908343e-21
"ENSG00000038427",10308.5208146668,1.76825101472597,0.177765587838096,9.94709401426131,2.59654700443141e-23,2.78160520233077e-22
"ENSG00000038945",4067.87211112002,-2.29949020474752,0.163195729741363,-14.0903821956114,4.35199898625894e-45,1.61943970567432e-43
"ENSG00000039523",2022.46705167885,-1.22258192461325,0.0997481517269334,-12.2566875019414,1.54695197066428e-34,3.28112807528551e-33
"ENSG00000039537",238.210102630161,-2.01574203531137,0.299154474836501,-6.73813098203879,1.60436913403741e-11,6.94111942580113e-11
"ENSG00000039600",38.5218128424084,1.57087672598736,0.246194336977782,6.38063712297786,1.76352737591269e-10,6.92547075039906e-10
"ENSG00000040275",539.241880921114,1.29978350794971,0.0966243488698583,13.451925142599,2.99959805540079e-41,9.1670269422457e-40
"ENSG00000040731",14.0623202677096,-1.03066301957243,0.337832773613207,-3.05080826987042,0.00228226261584638,0.00377823836026129
"ENSG00000041982",14778.4182080725,1.57932856350699,0.213781723705027,7.38757521520466,1.49530549729978e-13,7.69709362135004e-13
"ENSG00000042813",1.55454139166053,-1.09135079677934,0.315555934042828,-3.45850189789559,0.000543188445689882,0.000989215635271222
"ENSG00000042980",1659.95561981933,2.29836753878831,0.168318138769941,13.6549011032599,1.88745405657218e-42,6.09501688106569e-41
"ENSG00000043039",494.440232834195,3.87037067164828,0.24582375049173,15.7444944351644,7.4927541195204e-56,4.70379908527724e-54
"ENSG00000043355",80.2938472836845,5.25573630683789,0.383135528556566,13.7176949541549,7.95545802107971e-43,2.64022682143208e-41
"ENSG00000043591",306.930248030399,-3.16518120050134,0.230997909122695,-13.7022071434428,9.8484425664249e-43,3.24745384864786e-41
"ENSG00000046604",8738.04894796289,1.4521084543761,0.135025830019279,10.7543012634602,5.65610511782312e-27,7.68464164494553e-26
"ENSG00000046653",550.47954521013,-1.9609416138205,0.149151146078393,-13.1473452627031,1.76254677586918e-39,4.88735846908776e-38
"ENSG00000046774",74.5749124435635,6.93480439886458,0.720489615031231,9.62512748856758,6.26292125182673e-22,6.12459801829646e-21
"ENSG00000046889",516.104842523118,-1.80749924718417,0.17049296143692,-10.6016062595811,2.92905650945336e-26,3.78888653450867e-25
"ENSG00000047365",1597.33452160783,-1.1571768891461,0.117797786981339,-9.82341789943315,8.92646075068686e-23,9.26149318394725e-22
"ENSG00000047457",15093.8034671319,3.49475613536318,0.221304581315763,15.7916122413064,3.55379390887657e-56,2.25067346514725e-54
"ENSG00000047617",49.3152832584772,-2.07706469805546,0.169139060097584,-12.2802189917403,1.15684696628651e-34,2.47859294226625e-33
"ENSG00000047648",283.581391430728,-2.3511720610753,0.128335912278799,-18.3204530931886,5.68376714092398e-75,7.9725935259156e-73
"ENSG00000048462",174.831956973007,1.83803400035618,0.212297476567106,8.65782311724836,4.80858936851571e-18,3.50958609012258e-17
"ENSG00000048740",3984.80535344305,-1.20122397342246,0.12494602396037,-9.61394316799913,6.98226591939559e-22,6.78371717801884e-21
"ENSG00000049089",1295.58407497544,1.9352574106333,0.20151860536311,9.60336841923958,7.73735978414319e-22,7.48695371837235e-21
"ENSG00000049247",19.4771529956517,1.12323270718787,0.267443752246434,4.19988389241889,2.67051888437268e-05,5.8644607765985e-05
"ENSG00000049249",343.587560762551,1.37391612445288,0.180869171307883,7.59618742385977,3.04982722170429e-14,1.66034332480563e-13
"ENSG00000049283",716.919164897914,3.06246244010369,0.162075911389218,18.8952350405072,1.24830428801219e-79,2.09464292888925e-77
"ENSG00000049768",229.058798233415,1.84323310347273,0.141298052197174,13.0450000888943,6.7856915411329e-39,1.82249362416261e-37
"ENSG00000050165",4113.59512547541,-1.11963251777926,0.138294780883025,-8.0959853338666,5.68026674780914e-16,3.54303801714571e-15
"ENSG00000050344",1276.74856002338,1.45589441027691,0.139513780131603,10.4354882285002,1.70733796820056e-25,2.09889760698781e-24
"ENSG00000050555",980.057406557772,-1.68705163452275,0.164920876409585,-10.2294607647665,1.46331888397304e-24,1.70328420760415e-23
"ENSG00000051128",449.799463444579,1.01080176962275,0.113958334166045,8.86992405619014,7.31958035340576e-19,5.66462954548378e-18
"ENSG00000051180",302.120002741999,2.19288099735596,0.140542610335719,15.6029619210697,6.9493728289289e-55,4.20109476286209e-53
"ENSG00000051341",287.527101209535,3.3125152791424,0.171089455768957,19.3613058400027,1.63683225253859e-83,3.30207917732631e-81
"ENSG00000051825",736.404930574752,1.00895802048885,0.104505606938521,9.65458265873151,4.70069361305403e-22,4.63601227550555e-21
"ENSG00000052802",4140.85264142667,-1.10306630252134,0.106523702000483,-10.3551254960736,3.96666032123992e-25,4.78143019387057e-24
"ENSG00000052850",10.6102443197566,1.24803298430218,0.329812550063041,3.78406759859086,0.000154285888723079,0.000304593544348619
"ENSG00000053108",836.903177310404,2.52068897338223,0.285205378386796,8.8381537109853,9.73133320897811e-19,7.47150832159921e-18
"ENSG00000054179",186.444989446101,2.13726727202298,0.219144335949039,9.75278353769537,1.79478310308468e-22,1.8241966161525e-21
"ENSG00000054356",108.717789348579,3.59762775150173,0.317181175006123,11.3425008638432,8.08018179386247e-30,1.3093467871652e-28
"ENSG00000054803",39.8945844388094,-1.25444631445408,0.235488228687812,-5.32700220917244,9.98469498146194e-08,2.94343988251635e-07
"ENSG00000054938",193.433673815071,1.37718729935883,0.230225474812808,5.98190665250489,2.20540658019245e-09,7.76411224393439e-09
"ENSG00000055118",499.117800380961,1.46076213894464,0.24835301629542,5.88179745402022,4.05834795597639e-09,1.3854389645701e-08
"ENSG00000055813",62.1500114337502,-2.76436945926457,0.17828912339533,-15.5049809355728,3.21011954344209e-54,1.87130166697179e-52
"ENSG00000056291",32.0236137507217,3.39934150400266,0.430962177610071,7.88779545076074,3.07571344787623e-15,1.80466983986581e-14
"ENSG00000056487",9.07410974085166,1.45481771628608,0.301147942268046,4.83090704631537,1.35912449879702e-06,3.50156418620334e-06
"ENSG00000056998",554.159604704139,2.22516670568844,0.157100550236146,14.1639650678733,1.53105889222294e-45,5.87380275222579e-44
"ENSG00000057019",6287.18245438358,1.1401761582386,0.182068971961748,6.26233095048259,3.79264938484909e-10,1.4434578352999e-09
"ENSG00000057149",141.82809284566,2.29634403722325,0.445376315818901,5.15596352042435,2.52330021168804e-07,7.07718404292008e-07
"ENSG00000057294",900.836577353751,1.41272154261717,0.230664573760665,6.1245709281868,9.09283022546332e-10,3.33348076126761e-09
"ENSG00000057593",48.2084455169798,2.85015705974971,0.323586700232611,8.80801670062729,1.27379461407122e-18,9.69904385001771e-18
"ENSG00000058335",953.713631034063,-2.06124380420239,0.246167378847138,-8.37334261694502,5.6006467007053e-17,3.74862297065474e-16
"ENSG00000058404",101.179544057959,2.54455871370102,0.296853084001222,8.57177792934955,1.01899444745834e-17,7.26013325670272e-17
"ENSG00000058673",11.8229685083583,1.44434362722797,0.234471488585847,6.15999683347066,7.27463989031263e-10,2.6909206461707e-09
"ENSG00000058804",1630.76915942899,1.01328948646234,0.093788549292083,10.8039786744828,3.29604476929987e-27,4.55221813926112e-26
"ENSG00000059573",4904.4118774384,1.61513924574911,0.079249474509608,20.38044107855,2.49397803351966e-92,8.69478225297647e-90
"ENSG00000059804",3465.93778650683,-1.08474707001074,0.162534647973118,-6.67394357780348,2.49019387650176e-11,1.05985980693732e-10
"ENSG00000059915",187.648657408154,1.07998298533472,0.138355611571743,7.80584880559548,5.91024011630421e-15,3.39406384673545e-14
"ENSG00000060140",438.803941434775,2.59615303853344,0.159285355376892,16.2987553525594,1.00722375844654e-59,7.2627305104532e-58
"ENSG00000060709",139.895657047614,2.47675392515341,0.358404153464096,6.91050564346075,4.8292922580944e-12,2.18296897905226e-11
"ENSG00000060718",3163.78847129413,6.25794452587935,0.296972398225703,21.0724786655871,1.42284997195425e-98,6.63547008349416e-96
