"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007600","sensory perception","164/3310","490/16481",0.33469387755102,1.66649238547383,7.50824864048697,1.22431045697068e-12,6.05811074299221e-10,6.05811074299221e-10,"5726/7020/50617/1141/26539/2898/81285/4986/9288/119395/5475/8989/1259/157506/3776/339768/222662/4923/22999/26534/50831/388551/3673/7054/59344/1412/341152/338440/83715/79054/1302/1690/119467/51151/7349/25794/29991/26219/1001/4935/59335/155051/57214/346007/7299/1301/6011/26212/30813/9227/197021/3249/259294/375323/1258/259296/3751/130075/1469/11281/23538/23620/390445/563/387815/30062/5080/10874/161497/51764/1470/9536/53904/8590/134/1261/259293/6496/440435/121227/25806/347168/144125/51305/338755/7287/10804/283159/29989/100507003/79339/390064/24/392309/5077/765/140469/1277/5368/3198/7932/8419/442197/50838/259295/390083/94233/341276/158131/81406/7442/390059/3859/150/4990/332/113278/117531/390037/121275/259289/390441/81193/41/338398/255061/143503/6121/219432/4025/3933/4988/282763/338396/346562/54714/7546/5172/2779/4975/124590/10083/8508/1280/56914/2700/83756/390077/1428/2047/150677/4693/390275/4647/259292/1472/5459/26659/92840/4992/6339/2706/259291/5132",164
"GO:0019724","B cell mediated immunity","72/3310","162/16481",0.444444444444444,2.21295736824438,7.77749066938066,1.59793839629326e-12,7.2479822425202e-10,7.2479822425202e-10,"28468/102723170/28426/28452/28408/733/102723169/3543/28442/7784/28466/28445/28414/100423062/28467/28394/28444/57289/3495/725/28409/55061/3503/28447/28395/1380/939/28450/28834/28458/28410/28424/28449/28392/28457/3538/28385/28412/28448/28400/28429/930/102723168/3502/10538/28464/3501/28401/28432/7292/970/3494/28423/28388/3514/28473/3493/28461/3539/3542/28439/59067/3497/28343/28434/28378/28391/3329/3500/28455/28420/28454",72
"GO:0051321","meiotic cell cycle","102/3310","266/16481",0.383458646616541,1.90929968425596,7.49501675055246,3.56905625407415e-12,1.49433639930197e-09,1.49433639930197e-09,"79173/84501/245711/4880/7283/84072/79703/63979/54514/9088/56159/66037/995/197342/25788/25879/91646/283129/2177/51207/136991/171484/81626/440822/644186/10388/4751/132625/151246/4603/138474/9232/10635/158401/140801/54888/57082/9918/2069/150280/1761/388553/675/146956/8438/284071/83990/284338/11077/400629/166863/10403/83540/993/4439/3014/7516/285498/27127/346673/100130958/157777/11022/84944/642636/7153/9633/151648/317761/676/9700/10734/23397/283461/3619/220134/259266/5888/221150/56165/10609/9271/9156/171483/283677/5687/26255/254528/54456/4288/11130/157313/7272/9319/286151/991/84057/347688/126549/56154/6790/56979",102
"GO:0071459","protein localization to chromosome, centromeric region","27/3310","37/16481",0.72972972972973,3.63343676002286,8.03902255647525,5.68901960600439e-12,2.21180955110585e-09,2.21180955110585e-09,"8970/54908/8335/9212/3012/27085/8361/8368/57082/8366/121504/1058/55055/8294/8360/8367/83903/8365/8370/8364/8362/554313/983/8363/8359/7272/9735",27
"GO:0034728","nucleosome organization","55/3310","114/16481",0.482456140350877,2.40222345894949,7.53127209991509,1.31588715896698e-11,4.77491587083817e-09,4.77491587083817e-09,"3024/8340/8341/8970/255626/8356/8290/29028/6662/8361/8346/8349/8342/8368/388951/8347/3018/3014/126961/8339/3008/8366/121504/8354/8350/10036/8355/8343/8294/3010/55723/8353/8208/8360/3005/92815/8367/8358/8968/8365/3006/8370/3009/8344/8364/8362/554313/8345/8357/8352/8363/8359/3159/3007/653604",55
"GO:0000280","nuclear division","138/3310","406/16481",0.339901477832512,1.69242182965487,7.08176486605752,2.24793421008752e-11,7.64719119094148e-09,7.64719119094148e-09,"79173/84501/245711/7283/24137/84072/79703/54908/63979/54514/9088/56159/3835/995/197342/9212/84722/25788/25879/91646/283129/2177/9928/22974/136991/81626/644186/10388/4751/54627/3834/81620/151246/4603/138474/9232/10635/81930/1950/57405/158401/140801/57082/9918/2069/64105/150280/1761/388553/675/146956/8438/285643/284071/83990/699/54892/11077/400629/166863/10403/3833/83540/4439/9493/11065/285498/346673/79866/2491/100130958/11022/84944/1111/7153/147841/9787/9633/891/151648/27338/146909/1058/317761/55055/676/9700/10734/23397/29127/54443/3619/220134/26151/348654/7039/5888/1062/221150/1104/92421/10609/11200/332/64793/90417/83903/9055/5347/11004/26255/254528/56992/64151/54456/9585/4288/1063/11130/983/157313/55143/4085/7272/3832/9319/286151/29128/9735/991/84057/347688/10615/701/126549/56154/6790/56979",138
"GO:0045109","intermediate filament organization","36/3310","61/16481",0.590163934426229,2.93851716111139,7.60380930732736,2.79849290900858e-11,8.9601158257257e-09,8.9601158257257e-09,"8687/9119/4744/3868/390792/3861/196374/3882/9118/192666/54474/5317/4747/3872/3880/5318/3854/2670/3887/8419/144501/3859/286887/3866/3892/3885/3889/3853/25984/3857/1832/3881/8689/125115/3850/3884",36
"GO:0009593","detection of chemical stimulus","61/3310","142/16481",0.429577464788732,2.13893238585592,6.83301861572812,4.28848662317445e-10,1.29679070499659e-07,1.29679070499659e-07,"5726/26539/81285/8989/26534/50831/6857/341152/26219/3929/26212/1258/259296/130075/1469/23538/390445/563/387815/810/1470/8590/259293/347168/144125/444/338755/27094/283159/79339/390064/392309/765/7932/442197/50838/259295/390083/341276/158131/81406/390059/390037/121275/259289/390441/81193/143503/219432/4025/282763/846/338396/2779/83756/390077/390275/259292/1472/26659/4992",61
"GO:0006959","humoral immune response","94/3310","257/16481",0.365758754863813,1.82116919604547,6.65125300501125,4.93266560273664e-10,1.4130788881945e-07,1.4130788881945e-07,"57817/8340/2147/326/8341/8970/51297/27242/4922/6363/733/11005/10878/1672/28912/140686/3605/114771/7784/8346/6278/8349/56477/10406/6364/8342/5645/3495/725/26525/55061/3503/8347/4057/85236/338376/3018/1380/81494/4879/10407/3017/629/280664/7018/8339/164237/9547/440689/10877/6280/84659/4283/3273/56832/931/2244/3827/259239/8343/3502/10563/3456/796/1673/3501/5646/2243/1670/2597/3507/5450/2821/3494/6700/10344/57115/3493/3853/6372/8344/6346/3497/8345/6370/5967/81623/337874/8348/3458/3500/5266/54145/6354",94
"GO:0051606","detection of stimulus","98/3310","273/16481",0.358974358974359,1.787388643582,6.57641152748709,6.87157874885406e-10,1.87010015650063e-07,1.87010015650063e-07,"5726/26539/2898/81285/5475/2191/8989/3776/222662/4923/26534/50831/3673/6857/341152/114771/6785/26219/59335/346007/1301/6011/54112/3929/26212/114780/3249/10886/1258/259296/130075/1469/23538/390445/563/387815/810/1470/8590/134/259293/347168/144125/444/338755/7287/27094/8914/25769/283159/79339/390064/24/392309/765/7932/442197/50838/259295/390083/94233/341276/158131/1000/81406/7442/9293/390059/57115/117531/390037/121275/259289/390441/81193/255061/143503/6121/219432/4025/282763/846/338396/346562/23596/2779/5058/83756/390077/2047/390275/259292/1472/54825/26659/92840/4992/5132",98
"GO:0045132","meiotic chromosome segregation","35/3310","66/16481",0.53030303030303,2.64046049620068,6.69422840961726,2.84370290866373e-09,7.37060711040796e-07,7.37060711040796e-07,"84072/56159/25879/283129/2177/644186/10388/151246/9232/158401/57082/150280/284071/10403/83540/4439/285498/100130958/151648/317761/9700/10734/23397/220134/221150/10609/26255/254528/11130/7272/9319/84057/347688/56154/56979",35
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","37/3310","72/16481",0.513888888888889,2.55873195703256,6.64476851242162,3.18316384147658e-09,7.62611945673224e-07,7.62611945673224e-07,"26539/81285/26534/341152/26219/26212/1258/130075/23538/390445/387815/8590/347168/144125/338755/283159/79339/390064/392309/7932/442197/390083/341276/158131/81406/390059/390037/121275/390441/81193/143503/219432/282763/390077/390275/26659/4992",37
"GO:0048285","organelle fission","143/3310","453/16481",0.315673289183223,1.57178594532589,6.18623104163744,3.22250133207499e-09,7.62611945673224e-07,7.62611945673224e-07,"79173/84501/245711/7283/24137/84072/79703/54908/63979/54514/9088/56159/3835/995/197342/9212/84722/25788/25879/91646/283129/2177/9928/22974/136991/81626/644186/10388/4751/54627/3834/81620/151246/4603/138474/9232/10635/81930/1950/57405/158401/140801/57082/9918/2069/64105/150280/1761/388553/675/146956/8438/285643/284071/83990/699/54892/11077/400629/166863/51537/10403/3833/83540/4439/9493/11065/285498/346673/79866/2491/100130958/113115/11022/84944/1111/7153/147841/9787/9633/891/151648/27338/146909/1058/317761/55055/676/9700/10734/23397/29127/54443/3619/220134/26151/348654/7039/5888/1062/221150/1104/92421/10609/11200/332/64793/90417/664/83903/9055/5347/11004/26255/254528/56992/64151/9650/54456/9585/4288/1063/11130/983/157313/55143/4085/80179/7272/3832/9319/286151/29128/9735/991/84057/347688/10615/701/126549/56154/6790/56979",143
"GO:0002227","innate immune response in mucosa","22/3310","32/16481",0.6875,3.42316842900302,6.8781567120557,3.37967728404211e-09,7.66482644043383e-07,7.66482644043383e-07,"8340/8341/8970/1672/8346/8349/8342/8347/4057/85236/3018/3017/8339/440689/337/8343/9075/8344/8345/337874/8348/54145",22
"GO:0061982","meiosis I cell cycle process","51/3310","116/16481",0.439655172413793,2.18911084487967,6.44282826740021,4.34620978286348e-09,9.46256793925037e-07,9.46256793925037e-07,"79173/84072/79703/54514/9088/56159/995/197342/25788/283129/2177/644186/10388/151246/4603/9232/10635/158401/140801/57082/150280/675/146956/8438/284071/83990/11077/400629/10403/993/4439/285498/100130958/7153/151648/317761/676/10734/5888/10609/283677/26255/254528/54456/11130/9319/991/84057/126549/56154/56979",51
"GO:0045104","intermediate filament cytoskeleton organization","38/3310","76/16481",0.5,2.48957703927492,6.52476499040914,5.30440219619434e-09,1.11045619822638e-06,1.11045619822638e-06,"8687/9119/4744/3868/390792/286077/3875/3861/196374/3882/9118/192666/54474/5317/4747/3872/3880/5318/3854/2670/3887/8419/144501/3859/286887/3866/3892/3885/3889/3853/25984/3857/1832/3881/8689/125115/3850/3884",38
"GO:0045103","intermediate filament-based process","38/3310","77/16481",0.493506493506494,2.45724486993369,6.42519396962874,8.45317712990322e-09,1.7040978932616e-06,1.7040978932616e-06,"8687/9119/4744/3868/390792/286077/3875/3861/196374/3882/9118/192666/54474/5317/4747/3872/3880/5318/3854/2670/3887/8419/144501/3859/286887/3866/3892/3885/3889/3853/25984/3857/1832/3881/8689/125115/3850/3884",38
"GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","53/3310","125/16481",0.424,2.11116132930514,6.25139296826491,1.01755133718547e-08,1.97804711725019e-06,1.97804711725019e-06,"57817/8340/2147/8341/8970/51297/4922/6363/11005/1672/3605/114771/8346/6278/8349/56477/6364/8342/8347/4057/85236/3018/4879/10407/3017/8339/9547/440689/6280/84659/4283/3273/3827/8343/10563/796/1673/1670/2597/10344/57115/3853/6372/8344/6346/8345/6370/5967/81623/337874/8348/54145/6354",53
"GO:0008544","epidermis development","88/3310","249/16481",0.353413654618474,1.75970103980878,6.0553549159193,1.18995172027764e-08,2.23341628050732e-06,2.23341628050732e-06,"10481/6704/1364/6705/9119/340654/6424/1594/406911/11005/59344/11187/3868/3605/57822/6768/6662/51806/6278/3861/196374/1001/54888/1382/2069/84518/3882/23581/1294/8399/29841/9333/161497/6699/54845/5017/5317/6707/4831/204219/6703/51384/344167/3872/3914/5744/51599/3854/8626/3887/3713/1747/26154/144501/80326/79755/1308/286887/79152/3866/3892/1823/8644/5308/84283/375791/60529/3885/3889/3853/3857/1832/3881/6698/23596/43847/55612/124842/8689/10083/2304/3850/2709/51083/643414/5266/2118/728361",88
"GO:0007127","meiosis I","46/3310","104/16481",0.442307692307692,2.20231815012782,6.16598017545718,1.95647216704071e-08,3.54969266840086e-06,3.54969266840086e-06,"79173/84072/79703/54514/56159/197342/25788/283129/2177/644186/10388/151246/4603/9232/10635/158401/140801/57082/150280/675/146956/8438/284071/83990/11077/400629/10403/4439/285498/100130958/7153/151648/317761/676/10734/5888/10609/26255/254528/54456/11130/9319/84057/126549/56154/56979",46
"GO:0007608","sensory perception of smell","42/3310","93/16481",0.451612903225806,2.24865022902251,6.05344392127379,3.84794830383298e-08,6.75625245734288e-06,6.75625245734288e-06,"26539/81285/26534/341152/338440/29991/26219/26212/1258/130075/23538/390445/387815/8590/347168/144125/338755/283159/29989/100507003/79339/390064/392309/7932/442197/390083/341276/158131/81406/390059/390037/121275/390441/81193/143503/219432/282763/4975/390077/390275/26659/4992",42
"GO:0043588","skin development","73/3310","200/16481",0.365,1.81739123867069,5.83025652576416,4.57761904243583e-08,7.7862438899932e-06,7.7862438899932e-06,"6704/1364/6705/9119/340654/1594/406911/11005/3673/59344/11187/3868/3605/57822/6768/6662/1290/6278/3861/196374/1001/54888/2069/84518/23581/8399/1289/6699/5317/6707/4831/204219/6703/51384/344167/3872/51599/3691/3854/8626/3887/1277/3713/1747/26154/144501/80326/286887/79152/3892/1823/8644/84283/375791/60529/3889/3853/3857/1832/6698/23596/55612/8689/1278/2304/3850/10058/1281/51083/643414/5266/2118/728361",73
"GO:0007586","digestion","49/3310","117/16481",0.418803418803419,2.08528675084566,5.90576174518339,5.8012436894522e-08,9.56853618232979e-06,9.56853618232979e-06,"57817/7429/4986/4880/56624/27347/65010/1056/3605/6718/6662/90226/114131/4585/7032/387129/64241/362/5644/7031/5645/340204/4583/1582/57482/10874/56667/4588/6476/6518/7033/5646/340547/4760/9075/389383/5020/4192/150/65267/56287/64081/6750/1646/55765/8856/1645/29881/1208",49
"GO:0045143","homologous chromosome segregation","26/3310","47/16481",0.553191489361702,2.75442566047438,6.03803302559878,9.96945944247905e-08,1.59599316898275e-05,1.59599316898275e-05,"84072/56159/283129/2177/644186/10388/151246/9232/158401/57082/150280/284071/4439/285498/100130958/151648/317761/10734/10609/26255/254528/11130/9319/84057/56154/56979",26
"GO:0001501","skeletal system development","106/3310","329/16481",0.322188449848024,1.60422593412244,5.54967286306524,1.11031526416571e-07,1.72669885224399e-05,1.72669885224399e-05,"1298/7020/176/3233/4880/6424/8091/1310/4323/353500/340267/579/656/197/1302/1745/1833/6662/6474/3205/10736/3239/7547/25987/6664/3292/26254/7480/5026/6694/25884/1301/1116/632/4057/1748/1462/1289/3221/3213/6715/285973/1311/2019/387733/85477/389084/116039/4017/3227/8646/2648/1463/5741/9350/5744/3207/26585/4488/3623/3209/8840/3975/645811/1277/10143/3198/1747/7076/265/81792/63827/100533183/3696/2201/144347/4192/5075/4325/642658/3237/8092/5308/3219/60529/3225/1750/860/1746/415/1749/5307/10683/4322/1278/11061/7291/145864/1280/56914/23213/1281/56955/3232/1300/6495",106
"GO:0045653","negative regulation of megakaryocyte differentiation","14/3310","18/16481",0.777777777777778,3.87267539442766,6.11295985437922,2.27685885511095e-07,3.44248409676914e-05,3.44248409676914e-05,"8361/8368/8366/121504/8294/8360/8367/8365/8370/8364/8362/554313/8363/8359",14
"GO:0031424","keratinization","25/3310","47/16481",0.531914893617021,2.6484862119946,5.6734317187177,4.81438643047835e-07,7.08235279489018e-05,7.08235279489018e-05,"6704/6705/9119/340654/3868/196374/1001/84518/23581/6699/6707/204219/6703/3854/3887/3713/144501/286887/3892/3889/3853/6698/3850/643414/5266",25
"GO:0050909","sensory perception of taste","26/3310","50/16481",0.52,2.58916012084592,5.64162075251222,5.11591313951197e-07,7.32787242588517e-05,7.32787242588517e-05,"5726/119395/50831/259294/259296/1469/563/51764/1470/259293/765/50838/259295/259289/41/338398/4025/3933/338396/346562/2779/83756/259292/1472/6339/259291",26
"GO:0098813","nuclear chromosome segregation","98/3310","307/16481",0.319218241042345,1.5894368068335,5.2261388677791,5.34682650260062e-07,7.46225042401415e-05,7.46225042401415e-05,"7283/24137/84072/54908/56159/3835/990/9212/84722/1894/25879/283129/2177/9928/22974/644186/10388/4751/54627/3834/81620/151246/9232/81930/57405/158401/57082/9918/64105/150280/285643/284071/699/54892/10403/3833/83540/4439/9493/11065/285498/2491/100130958/7153/147841/9787/891/151648/146909/1058/317761/55055/9700/10734/23397/116028/29127/8193/81610/3619/220134/26151/348654/1062/221150/1104/92421/10609/11200/332/90417/83903/9055/5347/10460/11004/26255/254528/56992/64151/1063/11130/983/55143/4085/7272/3832/79980/9319/29128/9735/991/84057/347688/10615/701/56154/56979",98
"GO:0007140","male meiotic nuclear division","22/3310","39/16481",0.564102564102564,2.80875358277171,5.66914560756014,6.11589710711211e-07,8.3222069885028e-05,8.3222069885028e-05,"245711/63979/54514/56159/91646/136991/81626/4603/138474/140801/675/284071/11077/400629/166863/11022/84944/9633/676/254528/54456/56154",22
"GO:0051256","mitotic spindle midzone assembly","10/3310","11/16481",0.909090909090909,4.52650370777259,5.86512285364808,9.50151741169771e-07,0.000126138437248465,0.000126138437248465,"24137/9212/54627/285643/9493/29127/3619/332/9055/55143",10
"GO:0051231","spindle elongation","11/3310","13/16481",0.846153846153846,4.21313037415756,5.80982191304162,1.10040069650873e-06,0.00013942129226952,0.00013942129226952,"24137/9212/54627/285643/9493/29127/3619/332/9055/55143/3832",11
"GO:0044786","cell cycle DNA replication","22/3310","40/16481",0.55,2.73853474320242,5.51864529072009,1.10143589336567e-06,0.00013942129226952,0.00013942129226952,"5111/79915/29980/9837/51750/80174/81620/7083/8318/675/51053/4175/79733/10926/641/8317/5888/144455/1763/2237/4173/4171",22
"GO:0007292","female gamete generation","42/3310","104/16481",0.403846153846154,2.01081222402975,5.18385930863192,1.60018250048776e-06,0.000197949848867156,0.000197949848867156,"668/79173/84501/163589/54937/4880/84072/51087/25879/94027/7784/78995/84515/2069/388553/284071/11077/166863/10403/402381/346673/11022/1082/7153/891/317761/268/23397/220134/221150/4192/56165/340719/283677/254528/646799/80336/10017/9319/3625/347688/56979",42
"GO:0051783","regulation of nuclear division","50/3310","132/16481",0.378787878787879,1.88604321157191,5.12365049336733,1.66146600282653e-06,0.000200963543408551,0.000200963543408551,"84072/54908/9088/995/9212/4751/10635/1950/57405/57082/2069/150280/1761/388553/699/10403/83540/11065/346673/79866/1111/147841/9787/891/55055/9700/3619/220134/348654/7039/221150/1104/332/83903/5347/9585/4288/1063/11130/157313/55143/4085/7272/9319/286151/9735/991/701/6790/56979",50
"GO:0002385","mucosal immune response","24/3310","47/16481",0.51063829787234,2.54254676351482,5.30883041183663,2.14182675048135e-06,0.000253433978323261,0.000253433978323261,"8340/8341/8970/1672/2813/8346/8349/8342/8347/4057/85236/3018/3017/8339/440689/337/8343/9075/8344/8345/337874/8348/282616/54145",24
"GO:0035825","homologous recombination","31/3310","69/16481",0.449275362318841,2.23701125268182,5.16179398486908,2.59611416073712e-06,0.000283820463778408,0.000283820463778408,"79173/79703/63979/56159/197342/25788/2177/644186/10388/10635/158401/146956/8438/83990/11077/400629/83933/4439/285498/580/7153/672/317761/5888/254528/55732/9319/29128/84057/126549/56979",31
"GO:0051784","negative regulation of nuclear division","31/3310","69/16481",0.449275362318841,2.23701125268182,5.16179398486908,2.59611416073712e-06,0.000283820463778408,0.000283820463778408,"84072/54908/9212/57405/57082/150280/1761/699/10403/83540/1111/147841/891/55055/3619/220134/348654/221150/332/83903/5347/1063/11130/55143/4085/7272/9319/286151/9735/991/701",31
"GO:0007130","synaptonemal complex assembly","13/3310","18/16481",0.722222222222222,3.59605572339711,5.52432218678148,2.60720617103075e-06,0.000283820463778408,0.000283820463778408,"84072/56159/644186/10388/158401/150280/284071/100130958/317761/10734/10609/9319/56154",13
"GO:0070193","synaptonemal complex organization","13/3310","18/16481",0.722222222222222,3.59605572339711,5.52432218678148,2.60720617103075e-06,0.000283820463778408,0.000283820463778408,"84072/56159/644186/10388/158401/150280/284071/100130958/317761/10734/10609/9319/56154",13
"GO:0033260","nuclear DNA replication","20/3310","36/16481",0.555555555555556,2.76619671030547,5.31810133801345,2.75402082148182e-06,0.000293924222182854,0.000293924222182854,"5111/79915/29980/9837/51750/80174/81620/7083/8318/675/51053/4175/10926/641/8317/5888/1763/2237/4173/4171",20
"GO:0048705","skeletal system morphogenesis","41/3310","104/16481",0.394230769230769,1.96293574250523,4.93832909192561,4.37140713127095e-06,0.000457568634913611,0.000457568634913611,"7020/3233/4880/6424/340267/1302/6662/3205/25987/6664/1301/4057/1289/3221/3213/285973/387733/116039/3227/9350/3207/26585/4488/3975/3198/100533183/2201/144347/642658/3237/8092/3219/3225/1749/4322/7291/1280/56914/1281/3232/6495",41
"GO:0000022","mitotic spindle elongation","10/3310","12/16481",0.833333333333333,4.14929506545821,5.47083462151522,4.66442680192821e-06,0.000479027831752741,0.000479027831752741,"24137/9212/54627/285643/9493/29127/3619/332/9055/55143",10
"GO:0007129","homologous chromosome pairing at meiosis","20/3310","37/16481",0.540540540540541,2.69143463705397,5.16339765833692,4.86341214625193e-06,0.000490213931704616,0.000490213931704616,"84072/56159/283129/2177/644186/10388/158401/150280/284071/4439/285498/100130958/317761/10734/10609/254528/9319/84057/56154/56979",20
"GO:0007218","neuropeptide signaling pathway","39/3310","98/16481",0.397959183673469,1.98150009248412,4.88528486393919,5.67913851517101e-06,0.000562028198874106,0.000562028198874106,"4985/4986/6866/4922/4923/4158/9427/11247/2837/387129/7349/53831/84634/4160/4935/27344/2831/4879/10886/4161/23620/283869/2834/10874/6755/2847/2861/5368/6447/10887/887/2825/10178/84539/4988/22986/51083/8484/8811",39
"GO:0042742","defense response to bacterium","82/3310","259/16481",0.316602316602317,1.57641171598876,4.68720241523735,6.23835045112203e-06,0.000606345384026022,0.000606345384026022,"57817/8340/384/2147/8341/8970/51297/1113/646627/11005/55876/1672/28912/140686/3605/114771/9636/8346/8349/10406/6364/4938/8342/3495/3503/8347/3929/4057/85236/338376/3018/10407/338879/3017/100129216/280664/7018/8339/164237/440689/6280/84659/2244/259239/8343/3502/10563/796/575/1673/3501/2243/1670/5544/2150/3507/3494/129530/6700/57115/3493/3934/3853/6372/4025/8344/3497/8345/124220/81623/56169/51561/653423/337874/1401/7425/8348/9971/3500/140683/5266/54145",82
"GO:0007094","mitotic spindle assembly checkpoint signaling","26/3310","56/16481",0.464285714285714,2.31175010789814,4.92919113418567,7.87733227739742e-06,0.000726717281116511,0.000726717281116511,"54908/9212/57405/57082/699/10403/83540/147841/891/55055/3619/220134/348654/221150/332/83903/5347/1063/11130/55143/4085/7272/9319/9735/991/701",26
